time(s)	,         LorenzX	,          LorenzY		,          LorenzZ		
45.69	,	[-7.56 -7.55]	,	[-7.56 -7.55 25.89]	,	[-7.56 -7.55 25.89]
45.7	,	[-7.56 -7.64]	,	[-7.56 -7.64 25.77]	,	[-7.56 -7.64 25.77]
45.71	,	[-7.56 -7.73]	,	[-7.56 -7.73 25.66]	,	[-7.56 -7.73 25.66]
45.72	,	[-7.58 -7.83]	,	[-7.58 -7.83 25.56]	,	[-7.58 -7.83 25.56]
45.73	,	[-7.61 -7.94]	,	[-7.61 -7.94 25.47]	,	[-7.61 -7.94 25.47]
45.74	,	[-7.64 -8.05]	,	[-7.64 -8.05 25.39]	,	[-7.64 -8.05 25.39]
45.75	,	[-7.68 -8.17]	,	[-7.68 -8.17 25.33]	,	[-7.68 -8.17 25.33]
45.76	,	[-7.73 -8.29]	,	[-7.73 -8.29 25.28]	,	[-7.73 -8.29 25.28]
45.77	,	[-7.79 -8.42]	,	[-7.79 -8.42 25.25]	,	[-7.79 -8.42 25.25]
45.78	,	[-7.85 -8.55]	,	[-7.85 -8.55 25.23]	,	[-7.85 -8.55 25.23]
45.79	,	[-7.92 -8.68]	,	[-7.92 -8.68 25.23]	,	[-7.92 -8.68 25.23]
45.8	,	[-8.   -8.81]	,	[-8.   -8.81 25.25]	,	[-8.   -8.81 25.25]
45.81	,	[-8.08 -8.95]	,	[-8.08 -8.95 25.28]	,	[-8.08 -8.95 25.28]
45.82	,	[-8.16 -9.08]	,	[-8.16 -9.08 25.33]	,	[-8.16 -9.08 25.33]
45.83	,	[-8.26 -9.2 ]	,	[-8.26 -9.2  25.39]	,	[-8.26 -9.2  25.39]
45.84	,	[-8.35 -9.33]	,	[-8.35 -9.33 25.47]	,	[-8.35 -9.33 25.47]
45.85	,	[-8.45 -9.44]	,	[-8.45 -9.44 25.57]	,	[-8.45 -9.44 25.57]
45.86	,	[-8.55 -9.56]	,	[-8.55 -9.56 25.69]	,	[-8.55 -9.56 25.69]
45.87	,	[-8.65 -9.66]	,	[-8.65 -9.66 25.82]	,	[-8.65 -9.66 25.82]
45.88	,	[-8.75 -9.75]	,	[-8.75 -9.75 25.97]	,	[-8.75 -9.75 25.97]
45.89	,	[-8.85 -9.83]	,	[-8.85 -9.83 26.13]	,	[-8.85 -9.83 26.13]
45.9	,	[-8.95 -9.9 ]	,	[-8.95 -9.9  26.3 ]	,	[-8.95 -9.9  26.3 ]
45.91	,	[-9.04 -9.95]	,	[-9.04 -9.95 26.48]	,	[-9.04 -9.95 26.48]
45.92	,	[-9.13 -9.99]	,	[-9.13 -9.99 26.68]	,	[-9.13 -9.99 26.68]
45.93	,	[ -9.22 -10.01]	,	[ -9.22 -10.01  26.88]	,	[ -9.22 -10.01  26.88]
45.94	,	[ -9.3  -10.01]	,	[ -9.3  -10.01  27.08]	,	[ -9.3  -10.01  27.08]
45.95	,	[ -9.37 -10.  ]	,	[ -9.37 -10.    27.29]	,	[ -9.37 -10.    27.29]
45.96	,	[-9.43 -9.96]	,	[-9.43 -9.96 27.5 ]	,	[-9.43 -9.96 27.5 ]
45.97	,	[-9.48 -9.91]	,	[-9.48 -9.91 27.71]	,	[-9.48 -9.91 27.71]
45.98	,	[-9.53 -9.84]	,	[-9.53 -9.84 27.91]	,	[-9.53 -9.84 27.91]
45.99	,	[-9.56 -9.75]	,	[-9.56 -9.75 28.1 ]	,	[-9.56 -9.75 28.1 ]
46.0	,	[-9.58 -9.64]	,	[-9.58 -9.64 28.28]	,	[-9.58 -9.64 28.28]
46.01	,	[-9.58 -9.52]	,	[-9.58 -9.52 28.45]	,	[-9.58 -9.52 28.45]
46.02	,	[-9.58 -9.38]	,	[-9.58 -9.38 28.61]	,	[-9.58 -9.38 28.61]
46.03	,	[-9.56 -9.23]	,	[-9.56 -9.23 28.74]	,	[-9.56 -9.23 28.74]
46.04	,	[-9.52 -9.06]	,	[-9.52 -9.06 28.86]	,	[-9.52 -9.06 28.86]
46.05	,	[-9.48 -8.89]	,	[-9.48 -8.89 28.95]	,	[-9.48 -8.89 28.95]
46.06	,	[-9.42 -8.71]	,	[-9.42 -8.71 29.02]	,	[-9.42 -8.71 29.02]
46.07	,	[-9.35 -8.53]	,	[-9.35 -8.53 29.07]	,	[-9.35 -8.53 29.07]
46.08	,	[-9.27 -8.34]	,	[-9.27 -8.34 29.09]	,	[-9.27 -8.34 29.09]
46.09	,	[-9.17 -8.16]	,	[-9.17 -8.16 29.09]	,	[-9.17 -8.16 29.09]
46.1	,	[-9.07 -7.98]	,	[-9.07 -7.98 29.06]	,	[-9.07 -7.98 29.06]
46.11	,	[-8.96 -7.8 ]	,	[-8.96 -7.8  29.01]	,	[-8.96 -7.8  29.01]
46.12	,	[-8.85 -7.63]	,	[-8.85 -7.63 28.94]	,	[-8.85 -7.63 28.94]
46.13	,	[-8.73 -7.47]	,	[-8.73 -7.47 28.84]	,	[-8.73 -7.47 28.84]
46.14	,	[-8.6  -7.33]	,	[-8.6  -7.33 28.72]	,	[-8.6  -7.33 28.72]
46.15	,	[-8.47 -7.19]	,	[-8.47 -7.19 28.59]	,	[-8.47 -7.19 28.59]
46.16	,	[-8.34 -7.07]	,	[-8.34 -7.07 28.43]	,	[-8.34 -7.07 28.43]
46.17	,	[-8.22 -6.96]	,	[-8.22 -6.96 28.27]	,	[-8.22 -6.96 28.27]
46.18	,	[-8.09 -6.87]	,	[-8.09 -6.87 28.08]	,	[-8.09 -6.87 28.08]
46.19	,	[-7.97 -6.79]	,	[-7.97 -6.79 27.89]	,	[-7.97 -6.79 27.89]
46.2	,	[-7.85 -6.74]	,	[-7.85 -6.74 27.69]	,	[-7.85 -6.74 27.69]
46.21	,	[-7.74 -6.69]	,	[-7.74 -6.69 27.48]	,	[-7.74 -6.69 27.48]
46.22	,	[-7.64 -6.67]	,	[-7.64 -6.67 27.26]	,	[-7.64 -6.67 27.26]
46.23	,	[-7.54 -6.66]	,	[-7.54 -6.66 27.05]	,	[-7.54 -6.66 27.05]
46.24	,	[-7.45 -6.66]	,	[-7.45 -6.66 26.83]	,	[-7.45 -6.66 26.83]
46.25	,	[-7.37 -6.68]	,	[-7.37 -6.68 26.61]	,	[-7.37 -6.68 26.61]
46.26	,	[-7.3  -6.72]	,	[-7.3  -6.72 26.39]	,	[-7.3  -6.72 26.39]
46.27	,	[-7.24 -6.77]	,	[-7.24 -6.77 26.18]	,	[-7.24 -6.77 26.18]
46.28	,	[-7.2  -6.83]	,	[-7.2  -6.83 25.97]	,	[-7.2  -6.83 25.97]
46.29	,	[-7.16 -6.91]	,	[-7.16 -6.91 25.77]	,	[-7.16 -6.91 25.77]
46.3	,	[-7.13 -7.  ]	,	[-7.13 -7.   25.58]	,	[-7.13 -7.   25.58]
46.31	,	[-7.12 -7.1 ]	,	[-7.12 -7.1  25.39]	,	[-7.12 -7.1  25.39]
46.32	,	[-7.12 -7.22]	,	[-7.12 -7.22 25.22]	,	[-7.12 -7.22 25.22]
46.33	,	[-7.13 -7.34]	,	[-7.13 -7.34 25.06]	,	[-7.13 -7.34 25.06]
46.34	,	[-7.15 -7.48]	,	[-7.15 -7.48 24.92]	,	[-7.15 -7.48 24.92]
46.35	,	[-7.18 -7.62]	,	[-7.18 -7.62 24.79]	,	[-7.18 -7.62 24.79]
46.36	,	[-7.23 -7.78]	,	[-7.23 -7.78 24.68]	,	[-7.23 -7.78 24.68]
46.37	,	[-7.28 -7.94]	,	[-7.28 -7.94 24.58]	,	[-7.28 -7.94 24.58]
46.38	,	[-7.35 -8.11]	,	[-7.35 -8.11 24.5 ]	,	[-7.35 -8.11 24.5 ]
46.39	,	[-7.42 -8.29]	,	[-7.42 -8.29 24.45]	,	[-7.42 -8.29 24.45]
46.4	,	[-7.51 -8.47]	,	[-7.51 -8.47 24.41]	,	[-7.51 -8.47 24.41]
46.41	,	[-7.61 -8.65]	,	[-7.61 -8.65 24.39]	,	[-7.61 -8.65 24.39]
46.42	,	[-7.71 -8.84]	,	[-7.71 -8.84 24.4 ]	,	[-7.71 -8.84 24.4 ]
46.43	,	[-7.82 -9.03]	,	[-7.82 -9.03 24.43]	,	[-7.82 -9.03 24.43]
46.44	,	[-7.94 -9.22]	,	[-7.94 -9.22 24.49]	,	[-7.94 -9.22 24.49]
46.45	,	[-8.07 -9.41]	,	[-8.07 -9.41 24.57]	,	[-8.07 -9.41 24.57]
46.46	,	[-8.21 -9.59]	,	[-8.21 -9.59 24.67]	,	[-8.21 -9.59 24.67]
46.47	,	[-8.34 -9.77]	,	[-8.34 -9.77 24.8 ]	,	[-8.34 -9.77 24.8 ]
46.48	,	[-8.49 -9.94]	,	[-8.49 -9.94 24.95]	,	[-8.49 -9.94 24.95]
46.49	,	[ -8.63 -10.09]	,	[ -8.63 -10.09  25.13]	,	[ -8.63 -10.09  25.13]
46.5	,	[ -8.78 -10.24]	,	[ -8.78 -10.24  25.33]	,	[ -8.78 -10.24  25.33]
46.51	,	[ -8.92 -10.37]	,	[ -8.92 -10.37  25.56]	,	[ -8.92 -10.37  25.56]
46.52	,	[ -9.07 -10.49]	,	[ -9.07 -10.49  25.8 ]	,	[ -9.07 -10.49  25.8 ]
46.53	,	[ -9.21 -10.58]	,	[ -9.21 -10.58  26.06]	,	[ -9.21 -10.58  26.06]
46.54	,	[ -9.35 -10.65]	,	[ -9.35 -10.65  26.34]	,	[ -9.35 -10.65  26.34]
46.55	,	[ -9.48 -10.7 ]	,	[ -9.48 -10.7   26.64]	,	[ -9.48 -10.7   26.64]
46.56	,	[ -9.6  -10.72]	,	[ -9.6  -10.72  26.94]	,	[ -9.6  -10.72  26.94]
46.57	,	[ -9.71 -10.72]	,	[ -9.71 -10.72  27.25]	,	[ -9.71 -10.72  27.25]
46.58	,	[ -9.81 -10.68]	,	[ -9.81 -10.68  27.57]	,	[ -9.81 -10.68  27.57]
46.59	,	[ -9.9  -10.62]	,	[ -9.9  -10.62  27.88]	,	[ -9.9  -10.62  27.88]
46.6	,	[ -9.97 -10.53]	,	[ -9.97 -10.53  28.19]	,	[ -9.97 -10.53  28.19]
46.61	,	[-10.03 -10.4 ]	,	[-10.03 -10.4   28.49]	,	[-10.03 -10.4   28.49]
46.62	,	[-10.07 -10.25]	,	[-10.07 -10.25  28.77]	,	[-10.07 -10.25  28.77]
46.63	,	[-10.08 -10.07]	,	[-10.08 -10.07  29.03]	,	[-10.08 -10.07  29.03]
46.64	,	[-10.08  -9.86]	,	[-10.08  -9.86  29.27]	,	[-10.08  -9.86  29.27]
46.65	,	[-10.06  -9.64]	,	[-10.06  -9.64  29.49]	,	[-10.06  -9.64  29.49]
46.66	,	[-10.02  -9.39]	,	[-10.02  -9.39  29.67]	,	[-10.02  -9.39  29.67]
46.67	,	[-9.96 -9.13]	,	[-9.96 -9.13 29.82]	,	[-9.96 -9.13 29.82]
46.68	,	[-9.87 -8.86]	,	[-9.87 -8.86 29.94]	,	[-9.87 -8.86 29.94]
46.69	,	[-9.77 -8.58]	,	[-9.77 -8.58 30.01]	,	[-9.77 -8.58 30.01]
46.7	,	[-9.65 -8.3 ]	,	[-9.65 -8.3  30.05]	,	[-9.65 -8.3  30.05]
46.71	,	[-9.52 -8.01]	,	[-9.52 -8.01 30.05]	,	[-9.52 -8.01 30.05]
46.72	,	[-9.37 -7.74]	,	[-9.37 -7.74 30.01]	,	[-9.37 -7.74 30.01]
46.73	,	[-9.2  -7.47]	,	[-9.2  -7.47 29.93]	,	[-9.2  -7.47 29.93]
46.74	,	[-9.03 -7.22]	,	[-9.03 -7.22 29.82]	,	[-9.03 -7.22 29.82]
46.75	,	[-8.85 -6.98]	,	[-8.85 -6.98 29.68]	,	[-8.85 -6.98 29.68]
46.76	,	[-8.66 -6.77]	,	[-8.66 -6.77 29.51]	,	[-8.66 -6.77 29.51]
46.77	,	[-8.47 -6.57]	,	[-8.47 -6.57 29.31]	,	[-8.47 -6.57 29.31]
46.78	,	[-8.28 -6.39]	,	[-8.28 -6.39 29.08]	,	[-8.28 -6.39 29.08]
46.79	,	[-8.09 -6.24]	,	[-8.09 -6.24 28.84]	,	[-8.09 -6.24 28.84]
46.8	,	[-7.91 -6.11]	,	[-7.91 -6.11 28.57]	,	[-7.91 -6.11 28.57]
46.81	,	[-7.73 -6.  ]	,	[-7.73 -6.   28.29]	,	[-7.73 -6.   28.29]
46.82	,	[-7.56 -5.92]	,	[-7.56 -5.92 28.  ]	,	[-7.56 -5.92 28.  ]
46.83	,	[-7.39 -5.86]	,	[-7.39 -5.86 27.7 ]	,	[-7.39 -5.86 27.7 ]
46.84	,	[-7.24 -5.82]	,	[-7.24 -5.82 27.4 ]	,	[-7.24 -5.82 27.4 ]
46.85	,	[-7.1  -5.81]	,	[-7.1  -5.81 27.09]	,	[-7.1  -5.81 27.09]
46.86	,	[-6.97 -5.81]	,	[-6.97 -5.81 26.78]	,	[-6.97 -5.81 26.78]
46.87	,	[-6.85 -5.84]	,	[-6.85 -5.84 26.47]	,	[-6.85 -5.84 26.47]
46.88	,	[-6.75 -5.89]	,	[-6.75 -5.89 26.16]	,	[-6.75 -5.89 26.16]
46.89	,	[-6.67 -5.95]	,	[-6.67 -5.95 25.86]	,	[-6.67 -5.95 25.86]
46.9	,	[-6.59 -6.04]	,	[-6.59 -6.04 25.57]	,	[-6.59 -6.04 25.57]
46.91	,	[-6.54 -6.14]	,	[-6.54 -6.14 25.29]	,	[-6.54 -6.14 25.29]
46.92	,	[-6.5  -6.25]	,	[-6.5  -6.25 25.01]	,	[-6.5  -6.25 25.01]
46.93	,	[-6.47 -6.38]	,	[-6.47 -6.38 24.75]	,	[-6.47 -6.38 24.75]
46.94	,	[-6.46 -6.53]	,	[-6.46 -6.53 24.51]	,	[-6.46 -6.53 24.51]
46.95	,	[-6.47 -6.69]	,	[-6.47 -6.69 24.27]	,	[-6.47 -6.69 24.27]
46.96	,	[-6.49 -6.87]	,	[-6.49 -6.87 24.06]	,	[-6.49 -6.87 24.06]
46.97	,	[-6.53 -7.05]	,	[-6.53 -7.05 23.86]	,	[-6.53 -7.05 23.86]
46.98	,	[-6.58 -7.25]	,	[-6.58 -7.25 23.69]	,	[-6.58 -7.25 23.69]
46.99	,	[-6.65 -7.46]	,	[-6.65 -7.46 23.53]	,	[-6.65 -7.46 23.53]
47.0	,	[-6.73 -7.69]	,	[-6.73 -7.69 23.4 ]	,	[-6.73 -7.69 23.4 ]
47.01	,	[-6.83 -7.92]	,	[-6.83 -7.92 23.3 ]	,	[-6.83 -7.92 23.3 ]
47.02	,	[-6.94 -8.16]	,	[-6.94 -8.16 23.21]	,	[-6.94 -8.16 23.21]
47.03	,	[-7.06 -8.41]	,	[-7.06 -8.41 23.16]	,	[-7.06 -8.41 23.16]
47.04	,	[-7.19 -8.67]	,	[-7.19 -8.67 23.14]	,	[-7.19 -8.67 23.14]
47.05	,	[-7.34 -8.93]	,	[-7.34 -8.93 23.14]	,	[-7.34 -8.93 23.14]
47.06	,	[-7.5 -9.2]	,	[-7.5  -9.2  23.18]	,	[-7.5  -9.2  23.18]
47.07	,	[-7.67 -9.47]	,	[-7.67 -9.47 23.25]	,	[-7.67 -9.47 23.25]
47.08	,	[-7.85 -9.74]	,	[-7.85 -9.74 23.36]	,	[-7.85 -9.74 23.36]
47.09	,	[ -8.04 -10.  ]	,	[ -8.04 -10.    23.5 ]	,	[ -8.04 -10.    23.5 ]
47.1	,	[ -8.23 -10.26]	,	[ -8.23 -10.26  23.68]	,	[ -8.23 -10.26  23.68]
47.11	,	[ -8.44 -10.52]	,	[ -8.44 -10.52  23.89]	,	[ -8.44 -10.52  23.89]
47.12	,	[ -8.65 -10.76]	,	[ -8.65 -10.76  24.14]	,	[ -8.65 -10.76  24.14]
47.13	,	[ -8.86 -10.99]	,	[ -8.86 -10.99  24.43]	,	[ -8.86 -10.99  24.43]
47.14	,	[ -9.07 -11.19]	,	[ -9.07 -11.19  24.75]	,	[ -9.07 -11.19  24.75]
47.15	,	[ -9.28 -11.37]	,	[ -9.28 -11.37  25.11]	,	[ -9.28 -11.37  25.11]
47.16	,	[ -9.49 -11.53]	,	[ -9.49 -11.53  25.49]	,	[ -9.49 -11.53  25.49]
47.17	,	[ -9.7  -11.65]	,	[ -9.7  -11.65  25.91]	,	[ -9.7  -11.65  25.91]
47.18	,	[ -9.89 -11.74]	,	[ -9.89 -11.74  26.35]	,	[ -9.89 -11.74  26.35]
47.19	,	[-10.08 -11.78]	,	[-10.08 -11.78  26.8 ]	,	[-10.08 -11.78  26.8 ]
47.2	,	[-10.25 -11.79]	,	[-10.25 -11.79  27.28]	,	[-10.25 -11.79  27.28]
47.21	,	[-10.4  -11.74]	,	[-10.4  -11.74  27.76]	,	[-10.4  -11.74  27.76]
47.22	,	[-10.53 -11.65]	,	[-10.53 -11.65  28.24]	,	[-10.53 -11.65  28.24]
47.23	,	[-10.65 -11.51]	,	[-10.65 -11.51  28.71]	,	[-10.65 -11.51  28.71]
47.24	,	[-10.73 -11.32]	,	[-10.73 -11.32  29.17]	,	[-10.73 -11.32  29.17]
47.25	,	[-10.79 -11.08]	,	[-10.79 -11.08  29.61]	,	[-10.79 -11.08  29.61]
47.26	,	[-10.82 -10.8 ]	,	[-10.82 -10.8   30.02]	,	[-10.82 -10.8   30.02]
47.27	,	[-10.82 -10.47]	,	[-10.82 -10.47  30.38]	,	[-10.82 -10.47  30.38]
47.28	,	[-10.78 -10.11]	,	[-10.78 -10.11  30.71]	,	[-10.78 -10.11  30.71]
47.29	,	[-10.72  -9.71]	,	[-10.72  -9.71  30.98]	,	[-10.72  -9.71  30.98]
47.3	,	[-10.62  -9.3 ]	,	[-10.62  -9.3   31.19]	,	[-10.62  -9.3   31.19]
47.31	,	[-10.48  -8.87]	,	[-10.48  -8.87  31.35]	,	[-10.48  -8.87  31.35]
47.32	,	[-10.32  -8.43]	,	[-10.32  -8.43  31.44]	,	[-10.32  -8.43  31.44]
47.33	,	[-10.13  -7.99]	,	[-10.13  -7.99  31.47]	,	[-10.13  -7.99  31.47]
47.34	,	[-9.92 -7.56]	,	[-9.92 -7.56 31.44]	,	[-9.92 -7.56 31.44]
47.35	,	[-9.68 -7.14]	,	[-9.68 -7.14 31.35]	,	[-9.68 -7.14 31.35]
47.36	,	[-9.43 -6.74]	,	[-9.43 -6.74 31.21]	,	[-9.43 -6.74 31.21]
47.37	,	[-9.16 -6.37]	,	[-9.16 -6.37 31.01]	,	[-9.16 -6.37 31.01]
47.38	,	[-8.88 -6.03]	,	[-8.88 -6.03 30.77]	,	[-8.88 -6.03 30.77]
47.39	,	[-8.6  -5.73]	,	[-8.6  -5.73 30.48]	,	[-8.6  -5.73 30.48]
47.4	,	[-8.31 -5.46]	,	[-8.31 -5.46 30.16]	,	[-8.31 -5.46 30.16]
47.41	,	[-8.02 -5.22]	,	[-8.02 -5.22 29.81]	,	[-8.02 -5.22 29.81]
47.42	,	[-7.74 -5.02]	,	[-7.74 -5.02 29.44]	,	[-7.74 -5.02 29.44]
47.43	,	[-7.47 -4.86]	,	[-7.47 -4.86 29.04]	,	[-7.47 -4.86 29.04]
47.44	,	[-7.21 -4.74]	,	[-7.21 -4.74 28.63]	,	[-7.21 -4.74 28.63]
47.45	,	[-6.96 -4.64]	,	[-6.96 -4.64 28.21]	,	[-6.96 -4.64 28.21]
47.46	,	[-6.73 -4.58]	,	[-6.73 -4.58 27.78]	,	[-6.73 -4.58 27.78]
47.47	,	[-6.52 -4.55]	,	[-6.52 -4.55 27.35]	,	[-6.52 -4.55 27.35]
47.48	,	[-6.32 -4.55]	,	[-6.32 -4.55 26.91]	,	[-6.32 -4.55 26.91]
47.49	,	[-6.14 -4.57]	,	[-6.14 -4.57 26.48]	,	[-6.14 -4.57 26.48]
47.5	,	[-5.99 -4.62]	,	[-5.99 -4.62 26.06]	,	[-5.99 -4.62 26.06]
47.51	,	[-5.85 -4.69]	,	[-5.85 -4.69 25.64]	,	[-5.85 -4.69 25.64]
47.52	,	[-5.73 -4.78]	,	[-5.73 -4.78 25.23]	,	[-5.73 -4.78 25.23]
47.53	,	[-5.64 -4.89]	,	[-5.64 -4.89 24.83]	,	[-5.64 -4.89 24.83]
47.54	,	[-5.56 -5.02]	,	[-5.56 -5.02 24.45]	,	[-5.56 -5.02 24.45]
47.55	,	[-5.51 -5.17]	,	[-5.51 -5.17 24.07]	,	[-5.51 -5.17 24.07]
47.56	,	[-5.48 -5.33]	,	[-5.48 -5.33 23.72]	,	[-5.48 -5.33 23.72]
47.57	,	[-5.46 -5.52]	,	[-5.46 -5.52 23.38]	,	[-5.46 -5.52 23.38]
47.58	,	[-5.47 -5.71]	,	[-5.47 -5.71 23.05]	,	[-5.47 -5.71 23.05]
47.59	,	[-5.49 -5.93]	,	[-5.49 -5.93 22.75]	,	[-5.49 -5.93 22.75]
47.6	,	[-5.54 -6.16]	,	[-5.54 -6.16 22.47]	,	[-5.54 -6.16 22.47]
47.61	,	[-5.6 -6.4]	,	[-5.6  -6.4  22.21]	,	[-5.6  -6.4  22.21]
47.62	,	[-5.68 -6.66]	,	[-5.68 -6.66 21.98]	,	[-5.68 -6.66 21.98]
47.63	,	[-5.78 -6.94]	,	[-5.78 -6.94 21.77]	,	[-5.78 -6.94 21.77]
47.64	,	[-5.89 -7.23]	,	[-5.89 -7.23 21.59]	,	[-5.89 -7.23 21.59]
47.65	,	[-6.03 -7.53]	,	[-6.03 -7.53 21.44]	,	[-6.03 -7.53 21.44]
47.66	,	[-6.18 -7.85]	,	[-6.18 -7.85 21.32]	,	[-6.18 -7.85 21.32]
47.67	,	[-6.34 -8.19]	,	[-6.34 -8.19 21.24]	,	[-6.34 -8.19 21.24]
47.68	,	[-6.53 -8.53]	,	[-6.53 -8.53 21.19]	,	[-6.53 -8.53 21.19]
47.69	,	[-6.73 -8.89]	,	[-6.73 -8.89 21.18]	,	[-6.73 -8.89 21.18]
47.7	,	[-6.94 -9.26]	,	[-6.94 -9.26 21.22]	,	[-6.94 -9.26 21.22]
47.71	,	[-7.18 -9.64]	,	[-7.18 -9.64 21.29]	,	[-7.18 -9.64 21.29]
47.72	,	[ -7.42 -10.02]	,	[ -7.42 -10.02  21.42]	,	[ -7.42 -10.02  21.42]
47.73	,	[ -7.68 -10.41]	,	[ -7.68 -10.41  21.59]	,	[ -7.68 -10.41  21.59]
47.74	,	[ -7.96 -10.8 ]	,	[ -7.96 -10.8   21.81]	,	[ -7.96 -10.8   21.81]
47.75	,	[ -8.24 -11.19]	,	[ -8.24 -11.19  22.09]	,	[ -8.24 -11.19  22.09]
47.76	,	[ -8.53 -11.56]	,	[ -8.53 -11.56  22.42]	,	[ -8.53 -11.56  22.42]
47.77	,	[ -8.84 -11.92]	,	[ -8.84 -11.92  22.81]	,	[ -8.84 -11.92  22.81]
47.78	,	[ -9.15 -12.26]	,	[ -9.15 -12.26  23.26]	,	[ -9.15 -12.26  23.26]
47.79	,	[ -9.46 -12.57]	,	[ -9.46 -12.57  23.76]	,	[ -9.46 -12.57  23.76]
47.8	,	[ -9.77 -12.85]	,	[ -9.77 -12.85  24.31]	,	[ -9.77 -12.85  24.31]
47.81	,	[-10.08 -13.08]	,	[-10.08 -13.08  24.92]	,	[-10.08 -13.08  24.92]
47.82	,	[-10.38 -13.26]	,	[-10.38 -13.26  25.57]	,	[-10.38 -13.26  25.57]
47.83	,	[-10.66 -13.38]	,	[-10.66 -13.38  26.27]	,	[-10.66 -13.38  26.27]
47.84	,	[-10.94 -13.43]	,	[-10.94 -13.43  26.99]	,	[-10.94 -13.43  26.99]
47.85	,	[-11.18 -13.4 ]	,	[-11.18 -13.4   27.74]	,	[-11.18 -13.4   27.74]
47.86	,	[-11.41 -13.3 ]	,	[-11.41 -13.3   28.5 ]	,	[-11.41 -13.3   28.5 ]
47.87	,	[-11.6  -13.11]	,	[-11.6  -13.11  29.26]	,	[-11.6  -13.11  29.26]
47.88	,	[-11.75 -12.83]	,	[-11.75 -12.83  30.  ]	,	[-11.75 -12.83  30.  ]
47.89	,	[-11.86 -12.47]	,	[-11.86 -12.47  30.71]	,	[-11.86 -12.47  30.71]
47.9	,	[-11.92 -12.02]	,	[-11.92 -12.02  31.36]	,	[-11.92 -12.02  31.36]
47.91	,	[-11.93 -11.5 ]	,	[-11.93 -11.5   31.96]	,	[-11.93 -11.5   31.96]
47.92	,	[-11.88 -10.91]	,	[-11.88 -10.91  32.48]	,	[-11.88 -10.91  32.48]
47.93	,	[-11.79 -10.27]	,	[-11.79 -10.27  32.91]	,	[-11.79 -10.27  32.91]
47.94	,	[-11.64  -9.59]	,	[-11.64  -9.59  33.24]	,	[-11.64  -9.59  33.24]
47.95	,	[-11.43  -8.88]	,	[-11.43  -8.88  33.47]	,	[-11.43  -8.88  33.47]
47.96	,	[-11.18  -8.17]	,	[-11.18  -8.17  33.6 ]	,	[-11.18  -8.17  33.6 ]
47.97	,	[-10.88  -7.46]	,	[-10.88  -7.46  33.61]	,	[-10.88  -7.46  33.61]
47.98	,	[-10.53  -6.78]	,	[-10.53  -6.78  33.53]	,	[-10.53  -6.78  33.53]
47.99	,	[-10.16  -6.13]	,	[-10.16  -6.13  33.35]	,	[-10.16  -6.13  33.35]
48.0	,	[-9.76 -5.52]	,	[-9.76 -5.52 33.08]	,	[-9.76 -5.52 33.08]
48.01	,	[-9.33 -4.97]	,	[-9.33 -4.97 32.74]	,	[-9.33 -4.97 32.74]
48.02	,	[-8.9  -4.48]	,	[-8.9  -4.48 32.33]	,	[-8.9  -4.48 32.33]
48.03	,	[-8.45 -4.05]	,	[-8.45 -4.05 31.87]	,	[-8.45 -4.05 31.87]
48.04	,	[-8.01 -3.68]	,	[-8.01 -3.68 31.36]	,	[-8.01 -3.68 31.36]
48.05	,	[-7.58 -3.38]	,	[-7.58 -3.38 30.82]	,	[-7.58 -3.38 30.82]
48.06	,	[-7.16 -3.13]	,	[-7.16 -3.13 30.25]	,	[-7.16 -3.13 30.25]
48.07	,	[-6.76 -2.94]	,	[-6.76 -2.94 29.67]	,	[-6.76 -2.94 29.67]
48.08	,	[-6.38 -2.79]	,	[-6.38 -2.79 29.08]	,	[-6.38 -2.79 29.08]
48.09	,	[-6.02 -2.7 ]	,	[-6.02 -2.7  28.48]	,	[-6.02 -2.7  28.48]
48.1	,	[-5.68 -2.64]	,	[-5.68 -2.64 27.88]	,	[-5.68 -2.64 27.88]
48.11	,	[-5.38 -2.62]	,	[-5.38 -2.62 27.29]	,	[-5.38 -2.62 27.29]
48.12	,	[-5.1  -2.63]	,	[-5.1  -2.63 26.7 ]	,	[-5.1  -2.63 26.7 ]
48.13	,	[-4.86 -2.67]	,	[-4.86 -2.67 26.12]	,	[-4.86 -2.67 26.12]
48.14	,	[-4.64 -2.74]	,	[-4.64 -2.74 25.56]	,	[-4.64 -2.74 25.56]
48.15	,	[-4.45 -2.82]	,	[-4.45 -2.82 25.  ]	,	[-4.45 -2.82 25.  ]
48.16	,	[-4.29 -2.93]	,	[-4.29 -2.93 24.46]	,	[-4.29 -2.93 24.46]
48.17	,	[-4.15 -3.05]	,	[-4.15 -3.05 23.94]	,	[-4.15 -3.05 23.94]
48.18	,	[-4.04 -3.19]	,	[-4.04 -3.19 23.42]	,	[-4.04 -3.19 23.42]
48.19	,	[-3.96 -3.34]	,	[-3.96 -3.34 22.93]	,	[-3.96 -3.34 22.93]
48.2	,	[-3.89 -3.51]	,	[-3.89 -3.51 22.45]	,	[-3.89 -3.51 22.45]
48.21	,	[-3.86 -3.69]	,	[-3.86 -3.69 21.99]	,	[-3.86 -3.69 21.99]
48.22	,	[-3.84 -3.89]	,	[-3.84 -3.89 21.54]	,	[-3.84 -3.89 21.54]
48.23	,	[-3.84 -4.1 ]	,	[-3.84 -4.1  21.12]	,	[-3.84 -4.1  21.12]
